"","geneID","EE_0-SRS004859","EE_30-SRS269390","EE_60-SRS269389","EE-210-SRS174229","EE-240-SRS001790","EE-300-SRS150938","EE-330-SRS001791","EE-360-SRS004864","EE-390-SRS003000","EE-420-SRS174140","EE-450-SRS001789","EE-480-SRS178501","EE-510-SRS266278","EE-540-SRS266272","EE-570-SRS266261","EE-600-SRS266262","EE-630-SRS266263","EE-660-SRS266264","EE-690-SRS266273","EE-720-SRS266279","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"651","WBGene00008618",0,0,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0.0721105622215361,0,0,0,0,0,0,"fbxa-45","F09C6.6","F-box domain-containing protein","F-box domain, Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224",NA,NA,NA,NA,NA,NA,NA,NA
"652","WBGene00008620",0,0,0,0,0.208472445258784,0,0,0,0,0.0977877095321699,0,0,0,0,0,0,0.0690648610901902,0.0390788413670638,0,0,"F09C6.10","F09C6.10","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"653","WBGene00008627",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0.0721105622215361,0,0,0.0690648610901902,0.156315365468255,0,0.0802792658766197,"hpx-2","F09F3.5","Heme peroxidase 2 Heme peroxidase 2 light chain Heme peroxidase 2 heavy chain [Source:UniProtKB/Swiss-Prot;Acc:P90820]","Haem peroxidase superfamily, Haem peroxidase, animal-type, Haem peroxidase domain superfamily, animal type","Cbr-hpx-2 | WBGene00032579",80.6407,"Cbn-hpx-2 | WBGene00159246",82.1727,"Cre-hpx-2 | WBGene00052895",82.4513,"Cjp-hpx-2.1 | WBGene00122863",67.9666
"654","WBGene00008649",0.0603225246327783,0,0,0.253652516978073,0.138981630172523,0.0964253716559259,0,0,0,0,0,0,0,0.036055281110768,0.0361624560730126,0,0.0690648610901902,0.117236524101192,0,0,"F10D11.3","F10D11.3","BAG domain-containing protein","","CBG20650 | WBGene00039595",42.4528,NA,NA,"CRE11405 | WBGene00079201",33.9623,NA,NA
"655","WBGene00008650",0.0301612623163892,0,0.103915251293316,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"F10D11.4","F10D11.4","","",NA,NA,NA,NA,NA,NA,NA,NA
"656","WBGene00008671",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0.0860107660535977,0,0.0723249121460252,0,0,0,0,0,"F11A5.3","F11A5.3","Ras-related protein Rab-2A","Small GTPase, Small GTP-binding protein domain, P-loop containing nucleoside triphosphate hydrolase",NA,NA,NA,NA,NA,NA,NA,NA
"657","WBGene00008675",0,0.103070065587606,0,0,0.277963260345046,0,0,0,0.113923853068761,0,0.0629105265730604,0,0.0860107660535977,0,0,0.128147850497079,0,0.0781576827341277,0,0,"irld-26","F11A5.7","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","Cbr-irld-22 | WBGene00024414",33.6111,"CBN11790 | WBGene00150515",31.3889,"CRE16004 | WBGene00061156",38.0556,NA,NA
"658","WBGene00008679",0,0,0,0.190239387733555,0.138981630172523,0,0,0,0,0,0,0,0,0.036055281110768,0,0,0,0,0,0.0802792658766197,"F11A5.13","F11A5.13","Transmembrane protein","",NA,NA,NA,NA,NA,NA,NA,NA
"659","WBGene00008696",0,0,0,0.126826258489036,0.0694908150862614,0,0,0,0,0,0.0629105265730604,0.0364699136706086,0,0.144221124443072,0,0,0.0690648610901902,0,0,0,"clec-255","F11D11.1","C-type LECtin","C-type lectin-like, PAN-3 domain, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,"CBN08475 | WBGene00147200",26.2238,NA,NA,NA,NA
"660","WBGene00008699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142443601948572,0,"F11D11.4","F11D11.4","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"661","WBGene00008701",0,0,0.363703379526607,0.126826258489036,0.138981630172523,0.0964253716559259,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0.0390788413670638,0.0474812006495238,0.0401396329383098,"F11D11.6","F11D11.6","CW domain-containing protein","PAN-3 domain",NA,NA,NA,NA,NA,NA,NA,NA
"662","WBGene00008703",0,0.103070065587606,0.103915251293316,0,0,0,0,0,0,0.0977877095321699,0,0,0,0,0.0361624560730126,0,0.103597291635285,0.0390788413670638,0.0949624012990477,0.0401396329383098,"clec-251","F11D11.8","CW domain-containing protein","PAN-3 domain, C-type lectin fold",NA,NA,"Cbn-clec-257 | WBGene00151212",18.314,NA,NA,NA,NA
"663","WBGene00008725",0.0603225246327783,0,0,0,0.277963260345046,0,0,0,0,0,0.0314552632865302,0,0,0,0.0723249121460252,0.0854319003313861,0,0,0,0.0802792658766197,"F13A7.7","F13A7.7","ULP_PROTEASE domain-containing protein","Papain-like cysteine peptidase superfamily","CBG15287 | WBGene00035597",47.7654,"CBN12342 | WBGene00151067",40.7821,"CRE08067 | WBGene00079810",42.7374,NA,NA
"664","WBGene00008751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fipr-14","F13E9.2","FIP (Fungus-Induced Protein) Related","Fungus-induced protein",NA,NA,NA,NA,NA,NA,NA,NA
"665","WBGene00008754",0,0,0,0.126826258489036,0.277963260345046,0,0,0,0,0,0,0.145879654682434,0.0860107660535977,0,0.0723249121460252,0,0.0345324305450951,0,0,0,"F13E9.5","F13E9.5","Enhancer of polycomb-like protein","","CBG22113 | WBGene00040738",62.8931,"CBN19119 | WBGene00157844",57.5472,"CRE03735 | WBGene00060545",61.6352,"CJA31683 | WBGene00207530",23.5849
"666","WBGene00008757",0,0,0,0.0634131292445182,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237406003247619,0.160558531753239,"F13E9.8","F13E9.8","DUF148 domain-containing protein","SXP/RAL-2 family protein Ani s 5-like, cation-binding domain","CBG05949 | WBGene00028304",67.1361,"CBN17263 | WBGene00155988",73.2394,"CRE12740 | WBGene00076623",76.0563,"CJA04302 | WBGene00123506",57.277
"667","WBGene00008758",0,0.103070065587606,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"F13E9.9","F13E9.9","Seminal fluid protein","","CBG26330 | WBGene00087744",40.4908,"CBN29589 | WBGene00191554",44.4785,"CRE12742 | WBGene00062483",42.3313,NA,NA
"668","WBGene00008772",0,0,0.103915251293316,0.126826258489036,0.416944890517568,0,0.108388858687538,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.156315365468255,0,0,"irld-4","F13G11.2","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","Cbr-irld-18 | WBGene00040295",57.6037,"CBN13511 | WBGene00152236",50.6912,"CRE24336 | WBGene00069725",37.788,"CJA04970 | WBGene00124175",43.7788
"669","WBGene00008788",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0.036055281110768,0,0,0,0.0781576827341277,0,0.0802792658766197,"F14D7.1","F14D7.1","BTB domain-containing protein","Protein of unknown function DUF1265, SKP1/BTB/POZ domain superfamily","CBG04101 | WBGene00026841",56.25,NA,NA,"CRE24759 | WBGene00070232",51.7045,"CJA18337 | WBGene00137541",44.3182
"670","WBGene00008790",0,0,0.0519576256466581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117236524101192,0,0.12041889881493,"F14D7.3","F14D7.3","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"671","WBGene00008792",0,0,0,0.126826258489036,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0.128147850497079,0.0690648610901902,0.117236524101192,0,0.0802792658766197,"F14D7.5","F14D7.5","DUF148 domain-containing protein","Protein of unknown function DUF4473","CBG04677 | WBGene00027303",75.4902,"CBN25350 | WBGene00164075",76.4706,"CRE08915 | WBGene00056933",71.5686,NA,NA
"672","WBGene00008796",0,0,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0.042715950165693,0,0,0.0949624012990477,0.0802792658766197,"F14D7.9","F14D7.9","","",NA,NA,NA,NA,NA,NA,NA,NA
"673","WBGene00008797",0,0,0,0,0,0.0964253716559259,0,0,0,0,0,0,0,0,0,0,0,0,0.0949624012990477,0.802792658766197,"F14D7.10","F14D7.10","DUF148 domain-containing protein","Protein of unknown function DUF4473",NA,NA,"CBN14327 | WBGene00153052",67.9612,"CRE08904 | WBGene00080865",66.9903,NA,NA
"674","WBGene00008814",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0.0430053830267988,0,0,0,0.0690648610901902,0,0,0,"srz-1","F14F8.3","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)","CBG22621 | WBGene00041144",33.5347,"CBN28275 | WBGene00190240",28.0967,"Cre-srz-1 | WBGene00086246",28.7009,NA,NA
"675","WBGene00008815",0,0,0.103915251293316,0.0634131292445182,0,0,0,0,0.113923853068761,0,0,0,0,0,0.108487368219038,0,0,0.117236524101192,0,0.0401396329383098,"srz-103","F14F8.4","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,NA,NA,NA,NA,NA,NA
"676","WBGene00008816",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0,0.0721105622215361,0,0.0854319003313861,0.0345324305450951,0.0390788413670638,0.189924802598095,0.200698164691549,"F14F8.8","F14F8.8","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"677","WBGene00008817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0.0781576827341277,0,0,"F14F8.9","F14F8.9","Smr domain-containing protein","Smr domain, Smr domain superfamily","CBG27264 | WBGene00088678",28.4264,"CBN13727 | WBGene00152452",11.1675,"CRE09063 | WBGene00063621",29.4416,NA,NA
"678","WBGene00008818",0,0,0,0.126826258489036,0.277963260345046,0,0,0,0.113923853068761,0,0,0,0,0,0.0723249121460252,0.042715950165693,0.0690648610901902,0,0.0949624012990477,0.160558531753239,"srz-101","F14F8.12","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,NA,NA,NA,NA,NA,NA
"679","WBGene00008831",0,0,0.103915251293316,0,0.277963260345046,0.0964253716559259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F14H3.12","F14H3.12","non-specific serine/threonine protein kinase","Kinase associated domain 1 (KA1), KA1 domain/Ssp2, C-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"680","WBGene00008855",0,0,0,0,0,0,0.0541944293437689,0,0,0,0,0,0,0,0,0,0,0,0,0,"F15D3.5","F15D3.5","","",NA,NA,NA,NA,NA,NA,NA,NA
"681","WBGene00008872",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0.195394206835319,0,0,"F15H10.5","F15H10.5","Signal peptide containing protein","","CBG09614 | WBGene00031174",31.6832,"CBN02006 | WBGene00140731",32.6733,"CRE12878 | WBGene00065075",32.6733,"CJA19451 | WBGene00138656",32.3432
"682","WBGene00008894",0,0,0,0.0634131292445182,0.48643570560383,0.048212685827963,0,0,0,0,0,0,0,0,0,0,0,0.117236524101192,0,0,"F16H6.4","F16H6.4","DRBM domain-containing protein","Putative pyroglutamyl peptidase 1, Peptidase C15, pyroglutamyl peptidase I-like, Peptidase C15, pyroglutamyl peptidase I-like superfamily","CBG22077 | WBGene00040710",14.2529,"CBN03637 | WBGene00142362",15.8621,"CRE20783 | WBGene00082938",15.1724,"CJA13665 | WBGene00132869",14.023
"683","WBGene00008898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F16H6.8","F16H6.8","Mediator of RNA polymerase II transcription subunit 1","","CBG22141 | WBGene00040764",19.7701,NA,NA,"CRE03708 | WBGene00060507",17.7011,NA,NA
"684","WBGene00008907",0,0,0,0.126826258489036,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"clec-109","F17B5.3","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold","CBG07982 | WBGene00029859",25.523,"CBN28348 | WBGene00190313",22.1757,"CRE13971 | WBGene00061290",40.5858,NA,NA
"685","WBGene00008947",0,0.257675163969014,0.103915251293316,0,0.416944890517568,0.048212685827963,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0.0401396329383098,"srz-16","F19B2.8","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,NA,NA,NA,NA,NA,NA
"686","WBGene00008960",0,0,0.103915251293316,0.253652516978073,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0.0854319003313861,0,0.0781576827341277,0,0,"F19H6.5","F19H6.5","","","CBG00140 | WBGene00023613",39.3204,NA,NA,"CRE14744 | WBGene00051121",44.6602,NA,NA
"687","WBGene00008981",0,0,0,0.126826258489036,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"srz-48","F20E11.1","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,"CBN04736 | WBGene00143461",29.9094,NA,NA,NA,NA
"688","WBGene00008982",0,0,0,0.126826258489036,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srsx-2","F20E11.2","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, Serpentine type 7TM GPCR chemoreceptor Srsx, Serpentine type 7TM GPCR chemoreceptor Srsx, nematodes",NA,NA,"Cbn-srsx-3 | WBGene00148404",66.129,NA,NA,NA,NA
"689","WBGene00009017",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0.0390788413670638,0,0,"F21D9.3","F21D9.3","Conotoxin superfamily T","",NA,NA,NA,NA,NA,NA,NA,NA
"690","WBGene00009021",0,0.103070065587606,0.259788128233291,0.126826258489036,0.208472445258784,0,0,0.105365506620536,0,0,0,0,0,0.036055281110768,0,0,0.0345324305450951,0,0,0,"F21D9.8","F21D9.8","Gag protein","",NA,NA,NA,NA,NA,NA,NA,NA
"691","WBGene00009033",0,0,0,0,0,0,0,0,0.113923853068761,0,0,0,0.0430053830267988,0,0.0723249121460252,0,0.0690648610901902,0.156315365468255,0.0949624012990477,0.160558531753239,"F21H7.12","F21H7.12","Transmembrane protein","","CBG04891 | WBGene00027485",45.7447,"CBN19070 | WBGene00157795",43.617,NA,NA,NA,NA
"692","WBGene00009036",0,0,0.103915251293316,0,0,0,0.162583288031307,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"F22B3.5","F22B3.5","C-type lectin domain-containing protein","","CBG31394 | WBGene00303335",35.0711,"CBN17846 | WBGene00156571",32.2275,"CRE12636 | WBGene00076089",41.2322,"CJA12009 | WBGene00131213",0.947867
"693","WBGene00009038",0,0,0,0,0.833889781035137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802792658766197,"F22B3.7","F22B3.7","CW domain-containing protein","PAN-3 domain",NA,NA,"CBN08733 | WBGene00147458",50.1319,"CRE12634 | WBGene00062645",44.591,NA,NA
"694","WBGene00009046",0,0.103070065587606,0.103915251293316,0,0.208472445258784,0,0.108388858687538,0,0,0.048893854766085,0,0,0,0,0.0361624560730126,0,0.103597291635285,0.0781576827341277,0,0,"F22B8.3","F22B8.3","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,NA,NA,NA,NA
"695","WBGene00009167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F26F2.2","F26F2.2","Transcription termination factor Rho","",NA,NA,NA,NA,NA,NA,NA,NA
"696","WBGene00009195",0,0,0,0.126826258489036,0.416944890517568,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"hpo-33","F28B1.1","","",NA,NA,"CBN06180 | WBGene00144905",37.6771,"CRE19019 | WBGene00057828",30.8782,NA,NA
"697","WBGene00009215",0.0603225246327783,0.103070065587606,0.103915251293316,0.190239387733555,0.277963260345046,0,0,0,0,0.0977877095321699,0,0.0729398273412171,0,0,0,0,0,0.0781576827341277,0,0,"thn-2","F28D1.5","THaumatiN family","Thaumatin family, Osmotin/thaumatin-like superfamily","Cbr-thn-1 | WBGene00026203",93.9914,"Cbn-thn-1.1 | WBGene00144673",93.133,"Cre-thn-1.1 | WBGene00074703",90.9871,"CJA36300 | WBGene00212147",24.8927
"698","WBGene00009235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0781576827341277,0.0949624012990477,0.160558531753239,"F28H6.7","F28H6.7","CYSTM domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"699","WBGene00009268",0,0.103070065587606,0,0.0634131292445182,0.0694908150862614,0.0964253716559259,0.0541944293437689,0,0.0569619265343806,0,0.0314552632865302,0,0,0.108165843332304,0.108487368219038,0,0.13812972218038,0.0781576827341277,0.0474812006495238,0.0401396329383098,"F30A10.11","F30A10.11","Saposin B-type domain-containing protein","","CBG24898 | WBGene00042904",59.3407,"CBN18869 | WBGene00157594",41.7582,"CRE09665 | WBGene00085851",47.2527,"CJA35892 | WBGene00211739",38.4615
"700","WBGene00009279",0,0,0,0.0634131292445182,0.0694908150862614,0,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0.0781576827341277,0.0474812006495238,0.160558531753239,"F31B9.2","F31B9.2","C6 domain-containing protein","","CBG15994 | WBGene00036077",46.5517,NA,NA,"CRE07627 | WBGene00069041",35.0575,NA,NA
"701","WBGene00009281",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0.117236524101192,0,0.0401396329383098,"F31B9.4","F31B9.4","C6 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"702","WBGene00009409",0,0,0,0.126826258489036,0.416944890517568,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0781576827341277,0,0.0802792658766197,"F35E2.1","F35E2.1","G_PROTEIN_RECEP_F1_2 domain-containing protein","Protein of unknown function DUF1182","CBG04040 | WBGene00026786",78.8406,"CBN04348 | WBGene00143073",81.1594,"CRE03763 | WBGene00060612",79.4203,NA,NA
"703","WBGene00009417",0,0,0,0,0,0,0,0,0,0,0,0,0.129016149080397,0,0.0361624560730126,0,0.103597291635285,0.156315365468255,0,0.200698164691549,"F35E8.1","F35E8.1","ShKT domain-containing protein","ShKT domain",NA,NA,NA,NA,"CRE08856 | WBGene00056839",52.4345,NA,NA
"704","WBGene00009420",0,0,0.103915251293316,0,0.138981630172523,0,0,0.105365506620536,0,0,0,0,0,0,0,0.0854319003313861,0.0345324305450951,0.0781576827341277,0,0.0401396329383098,"F35E8.6","F35E8.6","ShKT domain-containing protein","ShKT domain",NA,NA,NA,NA,NA,NA,NA,NA
"705","WBGene00009421",0,0,0,0.0634131292445182,0,0,0,0,0,0.0977877095321699,0,0,0,0,0.0361624560730126,0.0854319003313861,0,0,0,0,"F35E8.7","F35E8.7","ShTK domain protein","ShKT domain",NA,NA,NA,NA,NA,NA,NA,NA
"706","WBGene00009422",0,0,0,0,0,0,0,0,0,0.048893854766085,0,0,0,0,0,0,0,0,0,0.0802792658766197,"F35E8.9","F35E8.9","ShKT domain-containing protein","ShKT domain","CBG22849 | WBGene00041312",82.2581,"CBN18116 | WBGene00156841",83.4677,NA,NA,NA,NA
"707","WBGene00009424",0,0,0,0,0,0,0.0541944293437689,0,0.0569619265343806,0.048893854766085,0,0.0364699136706086,0,0.036055281110768,0.14464982429205,0,0.103597291635285,0.156315365468255,0.142443601948572,0.0401396329383098,"F35E8.13","F35E8.13","ShKT domain-containing protein","ShKT domain","CBG22849 | WBGene00041312",77.1084,"CBN18116 | WBGene00156841",80.7229,"CRE08704 | WBGene00056582",83.1325,NA,NA
"708","WBGene00009446",0,0,0.207830502586632,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0.0854319003313861,0,0,0,0,"F35H8.1","F35H8.1","Secreted protein","","CBG18404 | WBGene00037839",39.3333,"CBN09684 | WBGene00148409",52.6667,"CRE12050 | WBGene00065833",43.3333,NA,NA
"709","WBGene00009463",0,0,0.103915251293316,0,0,0.0964253716559259,0.0541944293437689,0.105365506620536,0,0.048893854766085,0.0314552632865302,0,0,0,0,0,0,0.0781576827341277,0.0474812006495238,0.12041889881493,"F36D1.4","F36D1.4","Spore coat protein","",NA,NA,NA,NA,NA,NA,NA,NA
"710","WBGene00009464",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0.0723249121460252,0,0.0690648610901902,0,0,0,"F36D1.5","F36D1.5","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"711","WBGene00009470",0,0,0.103915251293316,0.126826258489036,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0781576827341277,0,0.0401396329383098,"F36D3.4","F36D3.4","Major sperm protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","CBG15225 | WBGene00035544",56.4912,"CBN16958 | WBGene00155683",41.0526,"CRE16199 | WBGene00065400",42.4561,"CJA10314 | WBGene00129518",50.1754
"712","WBGene00009473",0,0,0,0.0634131292445182,0,0,0,0,0,0,0,0,0,0,0.0723249121460252,0,0,0.0781576827341277,0,0.0802792658766197,"F36D3.8","F36D3.8","DUF1248 domain-containing protein","Domain of unknown function DUF1248, Acyl-CoA N-acyltransferase","CBG19612 | WBGene00038796",55.8442,"CBN32683 | WBGene00194720",50.3247,"CRE06425 | WBGene00054580",54.5455,NA,NA
"713","WBGene00009486",0,0,0,0,0,0,0.0541944293437689,0,0,0,0.0629105265730604,0,0,0,0,0,0.0690648610901902,0,0,0,"F36G9.7","F36G9.7","Group-specific protein","","CBG04886 | WBGene00027481",56.7568,"CBN11696 | WBGene00150421",51.8018,"CRE05093 | WBGene00063748",59.9099,NA,NA
"714","WBGene00009487",0.0603225246327783,0,0,0.126826258489036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390788413670638,0.189924802598095,0.0802792658766197,"clec-232","F36G9.11","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold","Cbr-clec-232 | WBGene00027490",47.2414,NA,NA,NA,NA,NA,NA
"715","WBGene00009491",0,0,0,0,0,0,0,0,0,0,0.0629105265730604,0.0729398273412171,0,0,0,0.0854319003313861,0,0.0390788413670638,0,0.0802792658766197,"F36G9.15","F36G9.15","","Protein of unknown function DUF1179","CBG26558 | WBGene00087972",49.5413,"CBN08771 | WBGene00147496",48.6239,"CRE15765 | WBGene00072463",37.6147,NA,NA
"716","WBGene00009497",0,0,0,0.0634131292445182,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"F36H1.12","F36H1.12","Dynein light chain","","CBG05994 | WBGene00028341",72.6496,NA,NA,"CRE23816 | WBGene00073766",53.8462,"CJA28744 | WBGene00184318",58.9744
"717","WBGene00009535",0,0,0,0.253652516978073,0,0,0.108388858687538,0,0,0,0,0,0,0.036055281110768,0,0,0,0.0390788413670638,0.0474812006495238,0,"F38C2.1","F38C2.1","BH4_AAA_HYDROXYL_2 domain-containing protein","NTF2-like domain superfamily, ","CBG22340 | WBGene00040930",55.0847,NA,NA,NA,NA,NA,NA
"718","WBGene00009538",0,0,0,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"clec-191","F38C2.6","C-type LECtin","C-type lectin-like, PAN-3 domain, C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,NA,NA,"Cre-clec-191 | WBGene00057833",38.5965,"CJA12808 | WBGene00132012",28.7719
"719","WBGene00009550",0.120645049265557,0,0,0.190239387733555,0.208472445258784,0,0,0,0,0,0,0,0.0430053830267988,0.0721105622215361,0,0,0,0,0,0.0401396329383098,"F38H4.6","F38H4.6","Major sperm protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","CBG18166 | WBGene00037635",74.359,"CBN02913 | WBGene00141638",66.6667,"CRE04681 | WBGene00055914",71.7949,"CJA15824 | WBGene00135028",52.5641
"720","WBGene00009566",0,0,0,0.126826258489036,0.416944890517568,0,0,0,0,0,0,0,0.0430053830267988,0,0,0.0854319003313861,0,0.0781576827341277,0,0,"srsx-1","F40D4.5","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, Serpentine type 7TM GPCR chemoreceptor Srsx, Serpentine type 7TM GPCR chemoreceptor Srsx, nematodes","Cbr-srsx-3 | WBGene00030385",68.0645,NA,NA,"Cre-srsx-3 | WBGene00052673",68.0645,"CJA13569 | WBGene00132773",16.129
"721","WBGene00009567",0,0,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srbc-25","F40D4.6","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,"CRE02462 | WBGene00067965",25.2525,NA,NA
"722","WBGene00009568",0,0,0,0.126826258489036,0.625417335776353,0,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0,0,0,"srbc-26","F40D4.7","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,"CRE02462 | WBGene00067965",23.2082,NA,NA
