"","geneID","EE-SRS266350","L2-SRS266346","L4-SRS266347","Ad_female-SRS266349","Ad_male-SRS266348","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"2715","WBGene00135306",0,0,0,0,0,"CJA16102","CJA16102","Peptidase A1 domain-containing protein","Aspartic peptidase A1 family, Aspartic peptidase domain superfamily, Peptidase family A1 domain, Pepsin-like domain","hrg-7 | WBGene00007605",84.0659,"CBG16997 | WBGene00036777",80.4945,"Cbn-hrg-7 | WBGene00145748",83.2418,"Cre-hrg-7 | WBGene00052613",82.967
"2716","WBGene00135310",0,0,0,0,0.307063290902918,"Cjp-irld-8.2","CJA16106","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","irld-8 | WBGene00018360",18.7898,"Cbr-irld-8 | WBGene00024764",19.1083,NA,NA,"Cre-irld-8.2 | WBGene00059414",22.9299
"2717","WBGene00135312",0.064283204026597,0,0,0,0,"CJA16108","CJA16108","C2H2-type domain-containing protein","Zinc finger C2H2-type","zim-2 | WBGene00011600",22.2472,"CBG12895 | WBGene00033763",18.6517,"CBN14804 | WBGene00153529",20.4494,"Cre-him-8 | WBGene00056290",16.1798
"2718","WBGene00135324",0,0.181211431034523,0,0,0.0614126581805837,"CJA16120","CJA16120","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, Serpentine type 7TM GPCR chemoreceptor Srsx","srsx-1 | WBGene00009566",45.3704,"Cbr-srsx-3 | WBGene00030385",53.7037,NA,NA,"Cre-srsx-3 | WBGene00052673",53.7037
"2719","WBGene00135337",0.128566408053194,0.241615241379364,0.121936282317611,0.305115126955048,0.0614126581805837,"Cjp-aex-4","CJA16133","t-SNARE coiled-coil homology domain-containing protein","Target SNARE coiled-coil homology domain","aex-4 | WBGene00006454",78.125,"Cbr-aex-4 | WBGene00034831",83.3333,"Cbn-aex-4 | WBGene00151299",82.8125,"Cre-aex-4 | WBGene00051928",84.375
"2720","WBGene00135339",0,0,0,0,0,"CJA16135","CJA16135","BTB domain-containing protein","",NA,NA,"CBG26172 | WBGene00087586",24.3137,NA,NA,"CRE06621 | WBGene00079327",23.5294
"2721","WBGene00135353",0,0,0,0,0,"CJA16149","CJA16149","HTH_48 domain-containing protein","Transposase, type 1, Ribonuclease H superfamily",NA,NA,NA,NA,"CBN01338 | WBGene00140063",51.7572,"CRE01994 | WBGene00077960",17.2524
"2722","WBGene00135358",0,0,0,0,0,"CJA16154","CJA16154","HTH_Tnp_Tc3_1 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2723","WBGene00135373",0.385699224159582,0,0.0609681411588056,0,0,"Cjp-arl-6","CJA16169","ADP-ribosylation factor-like protein 6","Small GTP-binding protein domain, Small GTPase superfamily, ARF/SAR type, Small GTPase superfamily, ARF type, P-loop containing nucleoside triphosphate hydrolase","arl-6 | WBGene00000193",78.7879,"Cbr-arl-6 | WBGene00037478",81.8182,"Cbn-arl-6 | WBGene00164364",79.798,"Cre-arl-6 | WBGene00061700",73.2323
"2724","WBGene00135383",0,0,0,0,0,"CJA16179","CJA16179","G_PROTEIN_RECEP_F1_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2725","WBGene00135393",0,0,0,0,0.122825316361167,"CJA16189","CJA16189","HTH_Tnp_Tc3_2 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",48.927
"2726","WBGene00135394",0,0,0,0,0,"CJA16190","CJA16190","Cellulase domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2727","WBGene00135395",0,0,0,0,0,"Cjp-zyg-9","CJA16191","TOG domain-containing protein","HEAT repeat, Trypanosoma cruzi ribosomal protein P2-like, Armadillo-like helical, Armadillo-type fold, HEAT, type 2, TOG domain, XMAP215 family","zyg-9 | WBGene00006994",81.7035,"Cbr-zyg-9 | WBGene00023989",83.2808,"CBN10303 | WBGene00149028",75.0789,"Cre-zyg-9 | WBGene00053890",82.8076
"2728","WBGene00135398",0,0,0.121936282317611,0,0,"CJA16194","CJA16194","PWI domain-containing protein","",NA,NA,NA,NA,"CBN32443 | WBGene00194408",33.5294,NA,NA
"2729","WBGene00135405",0,0,0,0,0,"CJA16201","CJA16201","SPK domain-containing protein","SPK domain, Homeobox-like domain superfamily","F28H6.4 | WBGene00009233",30.6228,"CBG20133 | WBGene00039195",15.917,"CBN06145 | WBGene00144870",27.8547,"CRE20938 | WBGene00071370",6.40138
"2730","WBGene00135408",0.128566408053194,0,0,0,0,"CJA16204","CJA16204","UCH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2731","WBGene00135411",0,0,0,0,0,"Cjp-dbl-1","CJA16207","TGF_BETA_2 domain-containing protein","Transforming growth factor-beta, C-terminal, Transforming growth factor-beta-related, Transforming growth factor beta, conserved site, Cystine-knot cytokine","dbl-1 | WBGene00000936",68.6016,"Cbr-dbl-1 | WBGene00038298",69.1293,"Cbn-dbl-1.2 | WBGene00148146",68.0739,"Cre-dbl-1 | WBGene00052219",70.1847
"2732","WBGene00135413",0,0,0,0,0,"CJA16209","CJA16209","DDE_3 domain-containing protein","Ribonuclease H superfamily, Tc1-like transposase, DDE domain",NA,NA,NA,NA,NA,NA,NA,NA
"2733","WBGene00135415",0,0,0,0,0,"CJA16211","CJA16211","HTH_48 domain-containing protein","Transposase, type 1, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2734","WBGene00135434",0.128566408053194,0,0,0,0.0614126581805837,"CJA16230","CJA16230","Bestrophin homolog","","T10G3.4 | WBGene00011695",66.055,"CBG06691 | WBGene00028932",67.8899,NA,NA,"CRE27562 | WBGene00052808",66.9725
"2735","WBGene00135439",0,0.422826672413888,0,0.0610230253910096,0,"Cjp-rga-6","CJA16235","Rho-GAP domain-containing protein","Rho GTPase-activating protein domain, Rho GTPase activation protein, Rho GTPase-activating protein 6/36","rga-6 | WBGene00015303",85.5513,"Cbr-rga-6 | WBGene00026702",87.3257,"CBN31057 | WBGene00193022",82.1293,"Cre-rga-6 | WBGene00066734",86.692
"2736","WBGene00135442",0.064283204026597,0.0604038103448411,0,0,0,"Cjp-nas-29","CJA16238","Metalloendopeptidase","Peptidase M12A, Peptidase, metallopeptidase, Metallopeptidase, catalytic domain superfamily, EGF-like domain, CUB domain, Metallopeptidase, nematode, Spermadhesin, CUB domain superfamily","nas-29 | WBGene00003547",78.9362,"Cbr-nas-29 | WBGene00025404",78.2979,"Cbn-nas-29.2 | WBGene00190579",63.4043,"Cre-nas-29 | WBGene00057427",79.1489
"2737","WBGene00135443",0,0,0,0,0,"CJA16239","CJA16239","SOCS box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2738","WBGene00135446",0.192849612079791,0.0604038103448411,0,0,0,"Cjp-sulp-1","CJA16242","STAS domain-containing protein","SLC26A/SulP transporter, STAS domain, SLC26A/SulP transporter domain, STAS domain superfamily","sulp-1 | WBGene00016945",78.6822,"Cbr-sulp-1 | WBGene00033557",78.0362,"CBN06946 | WBGene00145671",63.6951,"Cre-sulp-1 | WBGene00068988",79.0698
"2739","WBGene00135453",0.128566408053194,0.0604038103448411,0,0.0610230253910096,0,"CJA16249","CJA16249","AA_permease_C domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2740","WBGene00135454",0,0,0,0,0,"CJA16250","CJA16250","Kinesin-like protein","Kinesin motor domain, Kinesin motor domain, conserved site, P-loop containing nucleoside triphosphate hydrolase, Kinesin-like protein, Kinesin motor domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2741","WBGene00135459",0,0,0,0,0,"Cjp-tdo-2.3","CJA16255","Tryptophan 2,3-dioxygenase","Tryptophan 2,3-dioxygenase, Tryptophan/Indoleamine 2,3-dioxygenase-like","tdo-2 | WBGene00016201",88.3562,"Cbr-tdo-2 | WBGene00030713",91.0959,"Cbn-tdo-2 | WBGene00163441",91.4384,"Cre-tdo-2 | WBGene00055547",90.7534
"2742","WBGene00135492",0.064283204026597,0,0,0,0,"CJA16288","CJA16288","B box-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2743","WBGene00135498",0,0,0,0,0,"Cjp-npr-10","CJA16294","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, Neuropeptide Y receptor family, GPCR, rhodopsin-like, 7TM","npr-10 | WBGene00008278",90.2174,"Cbr-npr-10 | WBGene00036711",84.7826,"Cbn-npr-10 | WBGene00159876",75.2717,"Cre-npr-10 | WBGene00051198",81.7935
"2744","WBGene00135500",0.064283204026597,0,0,0,0,"Cjp-irld-7","CJA16296","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2745","WBGene00135502",0.128566408053194,0.120807620689682,0,0,0.122825316361167,"Cjp-nhr-8","CJA16298","Nuclear receptor domain-containing protein","Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type",NA,NA,NA,NA,"Cbn-nhr-8 | WBGene00190079",51.1976,"Cre-nhr-8.1 | WBGene00075860",48.8024
"2746","WBGene00135507",0,0,0,0,0,"Cjp-srsx-19","CJA16303","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, Serpentine type 7TM GPCR chemoreceptor Srsx, Serpentine type 7TM GPCR chemoreceptor Srsx, nematodes",NA,NA,"CBG19163 | WBGene00038431",66.4706,NA,NA,"CRE14827 | WBGene00068063",67.0588
"2747","WBGene00135511",0.128566408053194,0.0604038103448411,0,0.244092101564038,0,"CJA16307","CJA16307","Shugoshin_C domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2748","WBGene00135531",0.064283204026597,0,0,0,0,"CJA16327","CJA16327","Aa_trans domain-containing protein","Amino acid transporter, transmembrane domain","Y51F10.4 | WBGene00021765",64.8069,"CBG22126 | WBGene00040749",65.9514,"CBN19619 | WBGene00158344",67.6681,"CRE03725 | WBGene00060529",67.8112
"2749","WBGene00135539",0,0.120807620689682,0,0,0.122825316361167,"CJA16335","CJA16335","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2750","WBGene00135548",0,0,0,0,0.0614126581805837,"CJA16344","CJA16344","Transglut_N domain-containing protein","",NA,NA,"CBG10004 | WBGene00031492",21.1009,"CBN12979 | WBGene00151704",22.0183,"CRE25554 | WBGene00055033",22.9358
"2751","WBGene00135549",0,0.0604038103448411,0,0,0.0614126581805837,"CJA16345","CJA16345","HTH CENPB-type domain-containing protein","","C06E4.2 | WBGene00015531",36.4963,"CBG05826 | WBGene00028204",33.5766,NA,NA,NA,NA
"2752","WBGene00135551",0,0,0.121936282317611,0.0610230253910096,0.184237974541751,"CJA16347","CJA16347","PWWP domain-containing protein","",NA,NA,NA,NA,"CBN14054 | WBGene00152779",13.6364,NA,NA
"2753","WBGene00135552",0,0.120807620689682,0,0,0.0614126581805837,"CJA16348","CJA16348","Histone-lysine N-methyltransferase SETMAR","Ribonuclease H superfamily",NA,NA,NA,NA,"CBN01338 | WBGene00140063",57.8431,"CRE01994 | WBGene00077960",8.82353
"2754","WBGene00135554",0.128566408053194,0.120807620689682,0,0.0610230253910096,0,"CJA16350","CJA16350","DUF148 domain-containing protein","Protein of unknown function DUF4473","F20A1.1 | WBGene00017613",60,"CBG19065 | WBGene00038344",53.913,"CBN17432 | WBGene00156157",59.1304,"CRE26969 | WBGene00052278",55.6522
"2755","WBGene00135556",0,0,0,0,0.0614126581805837,"CJA16352","CJA16352","SAM domain-containing protein","Sterile alpha motif domain, Sterile alpha motif/pointed domain superfamily, Uncharacterized protein C19orf47-like, ","F53F8.5 | WBGene00010002",58.2633,"CBG05626 | WBGene00028036",56.5826,"CBN11961 | WBGene00150686",57.7031,"CRE21242 | WBGene00063535",54.3417
"2756","WBGene00135577",0,0,0,0,0,"CJA16373","CJA16373","DDE_3 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily, Tc1-like transposase, DDE domain",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",45.3061
"2757","WBGene00135578",0,0,0,0,0,"Cjp-paa-1","CJA16374","SWIB domain-containing protein","HEAT repeat, SWIB/MDM2 domain, Armadillo-like helical, Armadillo-type fold, SWIB domain, HEAT, type 2, SWIB/MDM2 domain superfamily","paa-1 | WBGene00003901",58.3908,"Cbr-paa-1 | WBGene00027704",57.7011,"Cbn-paa-1 | WBGene00150150",57.8161,"Cre-paa-1 | WBGene00055682",58.5057
"2758","WBGene00135579",0,0,0,0,0,"CJA16375","CJA16375","HTH_Tnp_Tc3_2 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",40.5941
"2759","WBGene00135582",0,0.120807620689682,0.121936282317611,0,0,"CJA16378","CJA16378","Hexosyltransferase","",NA,NA,NA,NA,NA,NA,NA,NA
"2760","WBGene00135590",0.064283204026597,0.120807620689682,0.121936282317611,0,0.0614126581805837,"CJA16386","CJA16386","BPI1 domain-containing protein","V-type ATPase subunit E, Uncharacterized protein KIAA2013-like, V-type ATPase subunit E, C-terminal domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2761","WBGene00135600",0,0,0,0,0.368475949083502,"CJA16396","CJA16396","PK_Tyr_Ser-Thr domain-containing protein","Serine-threonine/tyrosine-protein kinase, catalytic domain, Protein kinase-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2762","WBGene00135603",0,0,0,0,0,"CJA16399","CJA16399","Serine/threonine-protein phosphatase","Calcineurin-like phosphoesterase domain, ApaH type, Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, Metallo-dependent phosphatase-like",NA,NA,"CBG21670 | WBGene00040376",85.7567,"CBN25685 | WBGene00164410",84.8665,"CRE03559 | WBGene00073533",60.5341
"2763","WBGene00135605",0.064283204026597,0,0,0,0,"CJA16401","CJA16401","Miro domain-containing protein","Small GTPase, P-loop containing nucleoside triphosphate hydrolase",NA,NA,NA,NA,NA,NA,NA,NA
"2764","WBGene00135608",0.449982428186179,0,0,0,0,"CJA16404","CJA16404","DNA-directed DNA polymerase","DNA polymerase, palm domain superfamily, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2765","WBGene00135610",0,0,0,0,0,"CJA16405","CJA16405","Rad21_Rec8 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2766","WBGene00135614",0.064283204026597,0,0,0,0,"CJA16409","CJA16409","HTH_48 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CRE23010 | WBGene00078662",55.7692
"2767","WBGene00135622",0,0,0,0,0,"CJA16418","CJA16418","HTH_48 domain-containing protein","Transposase, type 1, Ribonuclease H superfamily, Mos1 transposase, HTH domain",NA,NA,NA,NA,NA,NA,NA,NA
"2768","WBGene00135625",0,0.0604038103448411,0,0,0,"CJA16421","CJA16421","FTH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2769","WBGene00135638",0,0,0,0.122046050782019,0.122825316361167,"CJA16434","CJA16434","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2770","WBGene00135644",0.064283204026597,0,0,0,0,"CJA16440","CJA16440","HTH_Tnp_Tc3_2 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",47.5862
"2771","WBGene00135646",0.128566408053194,0.362422862069047,0.121936282317611,0.122046050782019,0,"CJA16441","CJA16441","RAB6-interacting golgin",", Reverse transcriptase domain, Reverse transcriptase, RNase H-like domain, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2772","WBGene00135645",0,0,0,0,0,"CJA16442","CJA16442","ShKT domain-containing protein","Sushi/SCR/CCP domain, ShKT domain, Sushi/SCR/CCP superfamily, Uncharacterized protein F26C11.3-like","F26C11.3 | WBGene00009147",23.2303,"CBG04714 | WBGene00027334",15.0548,"CBN10764 | WBGene00149489",22.7318,"CRE07709 | WBGene00067193",23.6291
"2773","WBGene00135649",0,0,0,0,0,"CJA16444","CJA16444","CUB domain-containing protein","","F55G7.1 | WBGene00010119",10.8491,"CBG15547 | WBGene00035757",8.49057,"CBN26199 | WBGene00164924",10.9434,"CRE05978 | WBGene00051006",8.67924
"2774","WBGene00135650",0.128566408053194,0.120807620689682,0.121936282317611,0,0,"CJA16446","CJA16446","TFIIS N-terminal domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2775","WBGene00135656",0,0,0,0,0,"CJA16451","CJA16451","Bestrophin homolog","Bestrophin, Bestrophin/UPF0187","best-9 | WBGene00016613",68.7783,"Cbr-best-9 | WBGene00027868",69.6833,"Cbn-best-9 | WBGene00157029",69.6833,"Cre-best-9 | WBGene00067050",68.7783
"2776","WBGene00135658",0,0,0,0,0,"CJA16453","CJA16453","HTH_48 domain-containing protein","Transposase, type 1, Mos1 transposase, HTH domain",NA,NA,NA,NA,NA,NA,NA,NA
"2777","WBGene00135659",0,0,0,0,0,"Cjp-npp-23","CJA16455","WD_REPEATS_REGION domain-containing protein","WD40 repeat, WD40/YVTN repeat-like-containing domain superfamily, WD40-repeat-containing domain superfamily","npp-23 | WBGene00007493",74.8344,"Cbr-npp-23 | WBGene00042397",69.8675,"Cbn-npp-23 | WBGene00149079",73.1788,NA,NA
"2778","WBGene00135660",0,0,0,0,0,"CJA16456","CJA16456","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2779","WBGene00135675",0,0,0.0609681411588056,0,0,"CJA16472","CJA16472","Movement protein","Protein of unknown function DUF1075",NA,NA,NA,NA,NA,NA,NA,NA
"2780","WBGene00135677",0,0,0,0,0,"CJA16473","CJA16473","CUB_2 domain-containing protein","","F35E12.10 | WBGene00009434",43.8596,"CBG31027 | WBGene00271693",42.9825,"CBN19042 | WBGene00157767",40.9357,"CRE02547 | WBGene00068259",42.1053
"2781","WBGene00135679",0,0,0,0.0610230253910096,0,"Cjp-npp-1","CJA16475","Nup54 domain-containing protein","Nucleoporin Nup54/Nup57/Nup44, Nucleoporin Nup54, alpha-helical domain","npp-1 | WBGene00003787",69.265,"Cbr-npp-1 | WBGene00026332",67.706,"Cbn-npp-1.2 | WBGene00154933",66.5924,"Cre-npp-1 | WBGene00062659",67.4833
"2782","WBGene00135686",0.128566408053194,0.120807620689682,0,0.122046050782019,0.122825316361167,"CJA16482","CJA16482","MSP domain-containing protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","Y50E8A.2 | WBGene00013047",31.1321,NA,NA,NA,NA,"CRE20485 | WBGene00078336",53.7736
"2783","WBGene00135695",0,0,0.731617693905667,0,0,"CJA16490","CJA16490","Pro-corazonin","","B0563.10 | WBGene00077673",74.1936,"CBG00171 | WBGene00023625",72.043,"CBN08876 | WBGene00147601",66.6667,"CRE14766 | WBGene00051099",63.4409
"2784","WBGene00135715",0,0.120807620689682,0.243872564635222,0,0.122825316361167,"CJA16511","CJA16511","TGF_BETA_2 domain-containing protein","Transforming growth factor-beta, C-terminal, Transforming growth factor-beta-related, Cystine-knot cytokine","daf-7 | WBGene00000903",29.8913,"Cbr-daf-7 | WBGene00042912",29.3478,"Cbn-daf-7 | WBGene00160915",27.4457,"Cre-daf-7.2 | WBGene00064871",22.8261
"2785","WBGene00135723",0,0.181211431034523,0,0,0,"CJA16519","CJA16519","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,NA,NA,NA,NA
"2786","WBGene00135727",0.192849612079791,0,0,0,0,"CJA16523","CJA16523","DNA helicase","",NA,NA,NA,NA,NA,NA,NA,NA
"2787","WBGene00135735",0.064283204026597,0.241615241379364,0.121936282317611,0,0.122825316361167,"CJA16531","CJA16531","SERPIN domain-containing protein","","F29C6.1 | WBGene00009243",54.4715,"CBG24756 | WBGene00042795",51.2195,NA,NA,"CRE29817 | WBGene00059899",52.0325
"2788","WBGene00135736",0.385699224159582,0.241615241379364,0,0,0,"CJA16532","CJA16532","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBG06395 | WBGene00028679",22.0238,"CBN25734 | WBGene00164459",40.7738,"CRE10415 | WBGene00065007",46.4286
"2789","WBGene00135740",0,0.120807620689682,0,0,0,"CJA16536","CJA16536","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"2790","WBGene00135742",0,0,0,0,0,"Cjp-uev-3","CJA16538","UBC core domain-containing protein","Ubiquitin-conjugating enzyme E2, Ubiquitin-conjugating enzyme/RWD-like","uev-3 | WBGene00006732",36.3363,"Cbr-uev-3 | WBGene00038686",34.8348,"Cbn-uev-3 | WBGene00159405",37.5375,"Cre-uev-3 | WBGene00082940",37.5375
"2791","WBGene00135744",0,0,0,0,0,"CJA16540","CJA16540","Cytochrome b561 domain-containing protein","Cytochrome b561/ferric reductase transmembrane, Cytochrome b561/Cytochrome b reductase 1-like","F39G3.5 | WBGene00018210",72.8,"CBG08803 | WBGene00030532",74.4,"CBN04332 | WBGene00143057",65.6,"CRE18574 | WBGene00058011",74.4
"2792","WBGene00135745",0,0,0,0,0,"Cjp-pifk-1","CJA16541","PI3K/PI4K domain-containing protein","Phosphatidylinositol 3-/4-kinase, catalytic domain, Protein kinase-like domain superfamily, Phosphatidylinositol kinase, Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily","pifk-1 | WBGene00018076",81.6794,"Cbr-pifk-1 | WBGene00029953",83.9695,"Cbn-pifk-1 | WBGene00145222",83.5878,"Cre-pifk-1 | WBGene00060205",83.9695
"2793","WBGene00135759",0,0,0,0,0,"CJA16555","CJA16555","C2H2-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2794","WBGene00135763",0,0,0,0,0,"CJA16559","CJA16559","G_PROTEIN_RECEP_F1_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2795","WBGene00135775",0,0,0,0,0,"CJA16573","CJA16573","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"2796","WBGene00135783",0,0,0,0,0,"Cjp-cox-6B","CJA16579","CX9C domain-containing protein","Cytochrome c oxidase, subunit VIb, Cytochrome c oxidase, subunit VIb superfamily","cox-6B | WBGene00022170",47.3029,"Cbr-cox-6B | WBGene00031338",48.1328,"Cbn-cox-6B | WBGene00142662",48.1328,"Cre-cox-6B | WBGene00054915",48.1328
